20
# x y z
10	-0.5	0
10	-3	0
10	-5.5	0
10	-8	0
10	-10.5	0
10	-13	0
10	-15.5	0
10	-18	0
10	-20.5	0
10	-23	0
-10	-0.5	0
-10	-3	0
-10	-5.5	0
-10	-8	0
-10	-10.5	0
-10	-13	0
-10	-15.5	0
-10	-18	0
-10	-20.5	0
-10	-23	0
100
# g s err t valid 
15	4	3.00328156549102e-05	2.00469778454246e-02	1
16	4	3.01503122858728e-05	2.01500485752770e-02	1
17	4	3.11339440487755e-05	2.11453707881038e-02	1
18	4	3.25156006932753e-05	2.25519711726876e-02	1
19	4	3.36619966910283e-05	2.36617142690601e-02	1
20	4	3.49761256496474e-05	2.49924355549250e-02	1
11	5	3.91108298439384e-05	2.91602373311243e-02	1
12	5	3.48139009884354e-05	2.47825108725901e-02	1
13	5	3.11855446953060e-05	2.11534596755255e-02	1
14	5	3.00157448609933e-05	2.00328441831293e-02	1
15	5	2.93433371829468e-05	1.93621657689345e-02	1
16	5	2.93530959185732e-05	1.93607222030749e-02	1
17	5	3.02276364632681e-05	2.02637034182369e-02	1
18	5	3.15708803698332e-05	2.15378477462661e-02	1
19	5	3.25951941174604e-05	2.25997538239833e-02	1
20	5	3.39093230760795e-05	2.38506377080712e-02	1
11	6	3.92332444450086e-05	2.92281196763622e-02	1
12	6	3.49134580046950e-05	2.48677122965870e-02	1
13	6	3.12591266993259e-05	2.11912533693364e-02	1
14	6	3.00047493587720e-05	1.99727588529025e-02	1
15	6	2.92557044129882e-05	1.92547342398742e-02	1
16	6	2.92045760432696e-05	1.92474015093893e-02	1
17	6	2.99587850139519e-05	1.99850481759962e-02	1
18	6	3.13020289205170e-05	2.13230009537321e-02	1
19	6	3.22064889477279e-05	2.22289513476992e-02	1
20	6	3.35106835099529e-05	2.35022124972827e-02	1
11	7	3.99986275425389e-05	3.00213462472755e-02	1
12	7	3.56775839286753e-05	2.56884437520099e-02	1
13	7	3.20043780068294e-05	2.19723726816113e-02	1
14	7	3.06909982701107e-05	2.06156083548374e-02	1
15	7	2.99149496964031e-05	1.99224974482744e-02	1
16	7	2.98475506005500e-05	1.98703278760150e-02	1
17	7	3.05815257315914e-05	2.05331012723482e-02	1
18	7	3.12583366498101e-05	2.12645271221174e-02	1
19	7	3.09138697852422e-05	2.09165052615724e-02	1
20	7	3.16682230015192e-05	2.16885067437882e-02	1
11	8	4.06622705147359e-05	3.06301205589580e-02	1
12	8	3.63050242869234e-05	2.63330220825115e-02	1
13	8	3.25383388769749e-05	2.24748670627614e-02	1
14	8	3.11128152144522e-05	2.10725549137497e-02	1
15	8	3.02718762271455e-05	2.02393786485767e-02	1
16	8	3.01483527698672e-05	2.01492780557340e-02	1
17	8	3.07609205506080e-05	2.07847328666681e-02	1
18	8	3.08182391818363e-05	2.07913842821518e-02	1
19	8	3.02389676154815e-05	2.02439976867378e-02	1
20	8	3.06805595358849e-05	2.07000659219963e-02	1
11	9	4.19230696758485e-05	3.19684166853606e-02	1
12	9	3.75658234480361e-05	2.75552008225891e-02	1
13	9	3.37991380380875e-05	2.38516885303225e-02	1
14	9	3.23736143755648e-05	2.23458278389812e-02	1
15	9	3.15326753882582e-05	2.15238572619717e-02	1
16	9	3.14091519309799e-05	2.14064688534089e-02	1
17	9	3.20217197117207e-05	2.20146878174341e-02	1
18	9	3.08795853899503e-05	2.08124655579228e-02	1
19	9	3.00870166574881e-05	2.01142854963279e-02	1
20	9	3.02440849683405e-05	2.02667782719613e-02	1
11	10	4.37074935161979e-05	3.36823503549601e-02	1
12	10	3.93502472883855e-05	2.93357288877721e-02	1
13	10	3.55670119660064e-05	2.55942473430198e-02	1
14	10	3.41072781676022e-05	2.40697375966919e-02	1
15	10	3.31981215162032e-05	2.32224832824427e-02	1
16	10	3.30481613937244e-05	2.30471179303444e-02	1
17	10	3.29215286582354e-05	2.28795885447579e-02	1
18	10	3.12338298513959e-05	2.12441482172973e-02	1
19	10	3.02485413551927e-05	2.02321310623600e-02	1
20	10	3.00932199537894e-05	2.00615610267364e-02	1
0
