20
# x y z
10	-0.5	0
10	-3	0
10	-5.5	0
10	-8	0
10	-10.5	0
10	-13	0
10	-15.5	0
10	-18	0
10	-20.5	0
10	-23	0
-10	-0.5	0
-10	-3	0
-10	-5.5	0
-10	-8	0
-10	-10.5	0
-10	-13	0
-10	-15.5	0
-10	-18	0
-10	-20.5	0
-10	-23	0
100
# g s err t valid 
11	1	5.01305106654362e-05	4.00952595264994e-02	1
12	1	5.04653486074773e-05	4.04406063371231e-02	1
13	1	5.14623052812655e-05	4.14457439739892e-02	1
14	1	4.95336456871432e-05	3.94467102398161e-02	1
15	1	4.60739939666884e-05	3.60835158242422e-02	1
16	1	4.54023125716173e-05	3.53109965088182e-02	1
17	1	4.54090863947204e-05	3.53837821491717e-02	1
18	1	4.64253131446780e-05	3.64409685498926e-02	1
19	1	4.79130530785331e-05	3.79872625386536e-02	1
20	1	4.99893268417391e-05	3.99208046439143e-02	1
11	2	5.05204480962861e-05	4.05924544564144e-02	1
12	2	5.01789286189474e-05	4.01649054193659e-02	1
13	2	4.94562204549338e-05	3.94285433738043e-02	1
14	2	4.53274801862759e-05	3.53812559548571e-02	1
15	2	4.18487062291563e-05	3.19197870478420e-02	1
16	2	4.11538231359326e-05	3.10842229606811e-02	1
17	2	4.11250425047428e-05	3.10962745980408e-02	1
18	2	4.21135742001705e-05	3.21381248490704e-02	1
19	2	4.35575114121427e-05	3.36001203555047e-02	1
20	2	4.56280002609901e-05	3.55724540062439e-02	1
11	3	5.13455688282492e-05	4.12773102627518e-02	1
12	3	4.94175604893872e-05	3.94174885995732e-02	1
13	3	4.52450634153249e-05	3.51855818712780e-02	1
14	3	4.11108147585752e-05	3.10952086105114e-02	1
15	3	3.76209218398659e-05	2.76685202307418e-02	1
16	3	3.68734547784017e-05	2.68779042150058e-02	1
17	3	3.68043644915727e-05	2.68098093947121e-02	1
18	3	3.77821009772123e-05	2.76780594312751e-02	1
19	3	3.92260381891845e-05	2.92120385603423e-02	1
20	3	4.12965270380318e-05	3.12968457578780e-02	1
11	4	4.96132665137199e-05	3.96866086724962e-02	1
12	4	4.52546291046416e-05	3.52112926098008e-02	1
13	4	4.10791837601270e-05	3.11337783283573e-02	1
14	4	3.69312851983108e-05	2.68948765044556e-02	1
15	4	3.34241869320647e-05	2.34399483481291e-02	1
16	4	3.26553099142267e-05	2.26550242935952e-02	1
17	4	3.25862196273977e-05	2.25981793790050e-02	1
18	4	3.35620037032369e-05	2.35995446417002e-02	1
19	4	3.49662633136292e-05	2.49659699489487e-02	1
20	4	3.70367521624766e-05	2.70540229695869e-02	1
11	5	4.61657776758395e-05	3.62240974578039e-02	1
12	5	4.17991267824269e-05	3.17614384052362e-02	1
13	5	3.76230007726924e-05	2.75842926232665e-02	1
14	5	3.34689623381414e-05	2.34880288837570e-02	1
15	5	2.99551275481681e-05	1.99743486984857e-02	1
16	5	2.91386580821381e-05	1.91462286531317e-02	1
17	5	2.90206152385403e-05	1.90552420021726e-02	1
18	5	2.99594667812039e-05	1.99281201802583e-02	1
19	5	3.13196857150586e-05	2.13240669920878e-02	1
20	5	3.33574821425469e-05	2.32997518212730e-02	1
11	6	4.53949411580740e-05	3.53890115294021e-02	1
12	6	4.09924235970158e-05	3.09387128633423e-02	1
13	6	3.68162975872813e-05	2.67363579031317e-02	1
14	6	3.26448410390272e-05	2.26100357164971e-02	1
15	6	2.90873385796621e-05	1.90863739898696e-02	1
16	6	2.81995585214281e-05	1.82409102341275e-02	1
17	6	2.80193846698146e-05	1.80439476699370e-02	1
18	6	2.88914235250531e-05	1.89107804777714e-02	1
19	6	3.02084906547934e-05	2.02295595518322e-02	1
20	6	3.22128036914084e-05	2.22046607638513e-02	1
11	7	4.52781471849058e-05	3.53038645887297e-02	1
12	7	4.08640331063942e-05	3.08764716218823e-02	1
13	7	3.66463267278437e-05	2.66096793165201e-02	1
14	7	3.24115799379006e-05	2.23319635551460e-02	1
15	7	2.88193135488117e-05	1.88265848639894e-02	1
16	7	2.78645330172335e-05	1.78857970114798e-02	1
17	7	2.76158539902409e-05	1.75721255377184e-02	1
18	7	2.83849467847980e-05	1.83905682044207e-02	1
19	7	2.96744196317350e-05	1.96769494421759e-02	1
20	7	3.16391508497933e-05	2.16594159711238e-02	1
11	8	4.58896930559716e-05	3.58534099959326e-02	1
12	8	4.14755789774601e-05	3.15075642137991e-02	1
13	8	3.72236242045839e-05	2.71510129084510e-02	1
14	8	3.29842545046318e-05	2.29415725423712e-02	1
15	8	2.93791964817713e-05	1.93476572161244e-02	1
16	8	2.84013115192544e-05	1.84021831865175e-02	1
17	8	2.81026987694595e-05	1.81244533311976e-02	1
18	8	2.88368769446796e-05	1.88117485967231e-02	1
19	8	3.01117901143459e-05	2.01167990303861e-02	1
20	8	3.20607785797857e-05	2.20811624950554e-02	1
11	9	4.74417507548947e-05	3.74930671670609e-02	1
12	9	4.30227614077345e-05	3.30105957039595e-02	1
13	9	3.87535159323273e-05	2.88137694315670e-02	1
14	9	3.44460854886310e-05	2.44165201332311e-02	1
15	9	3.07833360589791e-05	2.07747274857596e-02	1
16	9	2.97336928603016e-05	1.97311529061955e-02	1
17	9	2.93497413853246e-05	1.93432962511901e-02	1
