20
# x y z
10	-0.5	0
10	-3	0
10	-5.5	0
10	-8	0
10	-10.5	0
10	-13	0
10	-15.5	0
10	-18	0
10	-20.5	0
10	-23	0
-10	-0.5	0
-10	-3	0
-10	-5.5	0
-10	-8	0
-10	-10.5	0
-10	-13	0
-10	-15.5	0
-10	-18	0
-10	-20.5	0
-10	-23	0
100
# g s err t valid 
18	9	2.99789648131906e-05	1.99138025690344e-02	1
19	9	3.12491257304820e-05	2.12774478264587e-02	1
20	9	3.12781572490910e-05	2.13016264570336e-02	1
11	10	4.86780948848035e-05	3.86500923367282e-02	1
12	10	4.42468786694238e-05	3.42305536408743e-02	1
13	10	3.99776331940166e-05	3.00082459964972e-02	1
14	10	3.56702027503203e-05	2.56309419283587e-02	1
15	10	3.20074533206684e-05	2.20309413392703e-02	1
16	10	3.09578101219909e-05	2.09568326594083e-02	1
17	10	3.05738586470139e-05	2.05349093286389e-02	1
18	10	3.12030820748798e-05	2.12133902829872e-02	1
19	10	3.21721375059328e-05	2.21546836329899e-02	1
20	10	3.05942831660355e-05	2.05620971061695e-02	1
0
